Id,area,end_date,lat,lon,ratiocci,start_date
21890013,424165563.2728958,2018-08-05,44.1485667370192,-111.98912924384952,0.7971075391239187,2018-07-24
21890003,101748158.69689833,2018-08-27,44.8565335032298,-114.23481963742458,0.7404440638949796,2018-07-29
21889992,259737402.4772174,2018-07-24,45.49904925292751,-120.90238892598428,0.94137833851083,2018-07-16
21889697,565625608.9577781,2018-10-09,42.41011853969219,-123.8295586897534,0.9436585506803564,2018-07-16
21804884,398835589.8624954,2018-06-30,45.05862512365232,-121.01541990475818,0.9762137838928172,2018-06-20
21889717,137810722.6938727,2018-07-10,41.96288667724188,-122.5316357427587,0.9694770231466548,2018-07-03
21890524,170223915.2577704,2018-09-12,48.363689359643146,-120.46567319954138,0.8234332895252235,2018-07-31
21997775,363632148.2666605,2018-09-20,40.99460484675738,-122.390356243354,0.8191014387897985,2018-08-08
21889683,101748481.28744596,2018-08-15,42.50631815115312,-123.6242802543772,0.9597461804081504,2018-07-19
21889953,185248475.01696157,2018-07-26,46.85543639467479,-120.07984202307114,0.8467550319520818,2018-07-19
21889943,158631936.75976238,2018-09-02,47.812036366859566,-120.48875215272162,0.8139887179020626,2018-07-27
21889719,109690653.68819064,2018-09-11,41.87199892691592,-123.53998010041236,0.7591322019988427,2018-07-15
21889734,924749695.9203756,2018-08-24,40.70205822527368,-122.59053721616306,0.8849094462071403,2018-07-23
21998095,167004326.9362764,2018-09-02,45.2247103322061,-120.43159167165707,0.962248334070101,2018-08-15
21997770,141889449.17476097,2018-08-29,41.42392374666986,-121.01848217498352,0.9674627448537392,2018-08-15
21889994,203067148.54978693,2018-08-06,45.35701703770346,-121.05811330546854,0.9340772724816389,2018-07-26
21890009,133947111.2052918,2018-08-10,44.658013442303286,-116.35541687215408,0.9167411253596404,2018-07-22
21998023,277339451.5755143,2018-08-15,47.92208145595017,-119.22742778693956,0.972413357932611,2018-08-07
21890502,146826534.7297095,2018-08-30,49.10004525729122,-119.81630686804873,0.7749668836854107,2018-07-18
21889672,105826962.15075833,2018-08-15,42.80449884673568,-122.71338906906442,0.8791721697913021,2018-07-17
21998230,239559354.8365648,2018-08-29,42.6189631367712,-120.7337310435246,0.9547200483711056,2018-08-14
21890024,262313078.07243475,2018-08-10,43.53920032712779,-114.06099398024736,0.949197504383402,2018-07-25
22343688,354187106.3809149,2018-11-17,34.116876640803845,-118.80216455347,0.8900599774184168,2018-11-07
22343661,461945781.4593494,2018-11-19,39.750650511462105,-121.58244295585804,0.8888177233781253,2018-11-07
21997828,132444623.38004312,2018-08-24,38.37690922124813,-119.82591356906812,0.8667636218343298,2018-08-01
21889779,392181426.9241675,2018-08-15,37.629594082996114,-119.806823922933,0.96191585654741,2018-07-12
21998287,212511573.23330307,2018-08-23,40.805943582121,-116.8063561589764,0.847667322411329,2018-08-17
21890072,1443358358.4260292,2018-07-14,41.59899131476727,-116.99991051818076,0.9914945196096854,2018-07-03
21804582,354186917.8614795,2018-07-10,38.66259781023312,-122.16928233346634,0.9779504420955466,2018-06-29
21889763,196842082.24299127,2018-08-11,39.05758353852529,-123.0266041305818,0.9546695316705308,2018-07-27
21890056,308678641.28104234,2018-08-01,42.13319989854243,-115.62934233905148,0.9899143570403424,2018-07-23
21889750,202852856.5457766,2018-08-04,39.80922757016735,-119.50158290617652,0.964850694651406,2018-07-26
21890069,479762397.3636124,2018-08-06,41.620901722377205,-114.03457660251648,0.9470058331311216,2018-07-26
21998264,897919138.7304468,2018-09-02,41.7253410022932,-116.00419817646156,0.9520167115005972,2018-08-14
21889754,1543182034.5868938,2018-09-10,39.281071997355646,-122.76555013862334,0.9837973470985972,2018-07-25
22141509,184391592.0700377,2018-09-28,43.07013107696215,-110.40533626113198,0.9527375954635148,2018-09-14
21751305,125360902.43391325,2018-06-07,36.53479011476462,-105.02722370900533,0.9101640102739252,2018-05-29
21804985,414935405.4388266,2018-07-08,37.54672999925885,-105.15185415391647,0.9179955917985912,2018-06-26
21890160,116774347.15257569,2018-08-24,38.494293205729,-108.65905939963972,0.7239183591307617,2018-07-29
21748801,152192718.59730574,2018-06-22,33.71141557447906,-108.5110890673764,0.9302123866107416,2018-05-21
21693566,134591039.94232893,2018-04-22,38.55698881130073,-96.46573488267656,0.9385714626804164,2018-04-02
21751309,271758090.68722105,2018-05-19,34.90445011119338,-101.2128015208358,0.9062760732922128,2018-05-08
21999381,109476113.27842069,2018-09-10,42.09940342349408,-105.29557150211822,0.9488868797722853,2018-08-23
22141596,481479741.0990817,2018-09-27,39.94540261811829,-111.5579434128434,0.9144130360073662,2018-09-08
21751303,200705962.11849228,2018-07-10,37.49228422650444,-107.90352200314196,0.841224448113142,2018-05-30
21998313,120638199.5593461,2018-08-26,39.91545830961751,-111.31669425887202,0.8796258868800151,2018-08-02
