Id,area,end_date,lat,lon,start_date
21890013,424165563.2728958,2018-08-05,44.1485667370192,-111.98912924384952,2018-07-24
21890003,101748158.69689833,2018-08-27,44.8565335032298,-114.23481963742458,2018-07-29
21889992,259737402.4772174,2018-07-24,45.49904925292751,-120.90238892598428,2018-07-16
21889697,565625608.9577781,2018-10-09,42.41011853969219,-123.8295586897534,2018-07-16
21804884,398835589.8624954,2018-06-30,45.05862512365232,-121.01541990475818,2018-06-20
21889717,137810722.6938727,2018-07-10,41.96288667724188,-122.5316357427587,2018-07-03
21890524,170223915.2577704,2018-09-12,48.363689359643146,-120.46567319954138,2018-07-31
21997775,363632148.2666605,2018-09-20,40.99460484675738,-122.390356243354,2018-08-08
21889683,101748481.28744596,2018-08-15,42.50631815115312,-123.6242802543772,2018-07-19
21889953,185248475.01696157,2018-07-26,46.85543639467479,-120.07984202307114,2018-07-19
21889943,158631936.75976238,2018-09-02,47.812036366859566,-120.48875215272162,2018-07-27
21889719,109690653.68819064,2018-09-11,41.87199892691592,-123.53998010041236,2018-07-15
21889734,924749695.9203756,2018-08-24,40.70205822527368,-122.59053721616306,2018-07-23
21998095,167004326.9362764,2018-09-02,45.2247103322061,-120.43159167165707,2018-08-15
21997770,141889449.17476097,2018-08-29,41.42392374666986,-121.01848217498352,2018-08-15
21889994,203067148.54978693,2018-08-06,45.35701703770346,-121.05811330546854,2018-07-26
21890009,133947111.2052918,2018-08-10,44.658013442303286,-116.35541687215408,2018-07-22
21998023,277339451.5755143,2018-08-15,47.92208145595017,-119.22742778693956,2018-08-07
21890502,146826534.7297095,2018-08-30,49.10004525729122,-119.81630686804873,2018-07-18
21889672,105826962.15075833,2018-08-15,42.80449884673568,-122.71338906906442,2018-07-17
21998230,239559354.8365648,2018-08-29,42.6189631367712,-120.7337310435246,2018-08-14
21890024,262313078.07243475,2018-08-10,43.53920032712779,-114.06099398024736,2018-07-25
22343688,354187106.3809149,2018-11-17,34.116876640803845,-118.80216455347,2018-11-07
22343661,461945781.4593494,2018-11-19,39.750650511462105,-121.58244295585804,2018-11-07
21997828,132444623.38004312,2018-08-24,38.37690922124813,-119.82591356906812,2018-08-01
21889779,392181426.9241675,2018-08-15,37.629594082996114,-119.806823922933,2018-07-12
21998287,212511573.23330307,2018-08-23,40.805943582121,-116.8063561589764,2018-08-17
21890072,1443358358.4260292,2018-07-14,41.59899131476727,-116.99991051818076,2018-07-03
21804582,354186917.8614795,2018-07-10,38.66259781023312,-122.16928233346634,2018-06-29
21889763,196842082.24299127,2018-08-11,39.05758353852529,-123.0266041305818,2018-07-27
21890056,308678641.28104234,2018-08-01,42.13319989854243,-115.62934233905148,2018-07-23
21889750,202852856.5457766,2018-08-04,39.80922757016735,-119.50158290617652,2018-07-26
21890069,479762397.3636124,2018-08-06,41.620901722377205,-114.03457660251648,2018-07-26
21998264,897919138.7304468,2018-09-02,41.7253410022932,-116.00419817646156,2018-08-14
21889754,1543182034.5868938,2018-09-10,39.281071997355646,-122.76555013862334,2018-07-25
22141509,184391592.0700377,2018-09-28,43.07013107696215,-110.40533626113198,2018-09-14
21751305,125360902.43391325,2018-06-07,36.53479011476462,-105.02722370900533,2018-05-29
21804985,414935405.4388266,2018-07-08,37.54672999925885,-105.15185415391647,2018-06-26
21890160,116774347.15257569,2018-08-24,38.494293205729,-108.65905939963972,2018-07-29
21458848,522909129.7623779,2018-01-31,35.105726816736414,-111.69526423590102,2018-01-25
21748801,152192718.59730574,2018-06-22,33.71141557447906,-108.5110890673764,2018-05-21
21693981,190831602.8873209,2018-04-18,36.56324617305439,-99.3746309449834,2018-04-06
21690077,193836401.39962053,2018-04-24,37.44317971519116,-102.10064055299772,2018-04-14
21693566,134591039.94232893,2018-04-22,38.55698881130073,-96.46573488267656,2018-04-02
21690083,973047926.7060035,2018-04-27,36.00585294489532,-99.0922755327061,2018-04-10
21751309,271758090.68722105,2018-05-19,34.90445011119338,-101.2128015208358,2018-05-08
21999381,109476113.27842069,2018-09-10,42.09940342349408,-105.29557150211822,2018-08-23
22141596,481479741.0990817,2018-09-27,39.94540261811829,-111.5579434128434,2018-09-08
21617666,102821417.31390856,2018-04-14,36.46892946300843,-96.29920832358248,2018-03-16
22343897,237841982.37357137,2018-11-20,31.17965820260814,-101.2533216263908,2018-11-03
21890115,193622322.69523823,2018-07-14,40.12993255809586,-110.89283362017348,2018-07-01
21751303,200705962.11849228,2018-07-10,37.49228422650444,-107.90352200314196,2018-05-30
21998313,120638199.5593461,2018-08-26,39.91545830961751,-111.31669425887202,2018-08-02
21694538,132444120.50107671,2018-05-17,25.999964040264693,-81.03628601040378,2018-04-11
