Id,area,end_date,lat,lon,start_date
25206174,136520501.2989342,2021-08-03,65.00411765655578,-145.94748059325786,2021-06-20
25206179,126218395.51807936,2021-07-19,64.9062203538536,-150.73716886923495,2021-06-15
25296402,101531490.04462336,2021-08-12,62.59071753329165,-142.11403625430395,2021-07-21
25295852,140601100.95965105,2021-08-27,47.67473575274542,-115.30114222090252,2021-07-08
25295941,130941489.33868743,2021-08-08,45.64534187208149,-113.77752492856678,2021-07-08
25295931,198559427.4496104,2021-08-01,45.82223160345334,-107.44633637734884,2021-07-27
25413401,111193613.64262438,2021-09-07,47.603541903441815,-91.58703324357252,2021-08-12
25295869,117203708.4960607,2021-08-09,47.11368011956619,-111.67895631366096,2021-07-23
25205827,110546537.63554516,2021-06-22,45.0769537756299,-109.20716602650378,2021-06-13
25205918,100030839.40046626,2021-06-13,44.40500668203206,-110.98632415525668,2021-06-01
25411889,614139709.6422918,2021-08-15,45.7341780442902,-106.5094700331836,2021-08-08
25295902,200491054.6402828,2021-08-15,46.53780687585084,-111.27983347997528,2021-07-21
25294714,3594246231.8257213,2021-09-13,40.20740796680608,-121.05884206782268,2021-07-12
25548446,356333504.9183356,2021-09-20,42.387489115002886,-120.49186201572076,2021-09-06
25294999,122569769.39074495,2021-08-28,46.170167697170896,-117.64737717438436,2021-07-08
25547912,220669042.1998521,2021-09-14,41.67201903246135,-121.66278487056816,2021-09-05
25294706,469673199.0290103,2021-08-28,40.27358176255912,-122.90957930232496,2021-07-27
25294998,403987452.68933135,2021-08-03,46.03316920972607,-116.8252797808305,2021-07-07
25295808,261883144.4908123,2021-08-24,48.66399056708535,-120.16673329217328,2021-07-15
25294691,163570021.00155905,2021-09-23,41.0402884792235,-123.13454856322396,2021-07-31
25411093,133088424.551132,2021-09-14,43.096392918323104,-122.7665509311858,2021-08-08
25295843,140816079.37978914,2021-07-20,48.13697806240004,-118.87158313056962,2021-07-10
25295818,197484619.6514865,2021-08-08,48.51360619821485,-120.40129597693956,2021-07-10
25294991,284637386.03055143,2021-07-23,46.2228005124366,-117.40039072897603,2021-07-06
25295099,1492092433.3455772,2021-08-07,42.62106797247208,-121.0808771448634,2021-07-06
25295031,156271216.93737462,2021-08-06,45.54139423109234,-115.39187061974955,2021-07-06
25410858,315333046.1496829,2021-09-18,46.81428721492647,-121.12741543748746,2021-08-03
25410444,277983073.19870454,2021-08-29,41.558707761454464,-121.89092174127008,2021-08-03
25411821,226249752.9721587,2021-08-15,48.19847793705312,-119.25527530968048,2021-08-03
25411013,236983254.01278332,2021-10-04,44.55233928820813,-115.20631047247318,2021-08-22
25410445,275192944.51924133,2021-09-23,41.5701214014485,-123.36179120322232,2021-08-02
25295831,114627153.28050464,2021-08-15,48.35984495697187,-118.50318723788688,2021-07-13
25294687,417511049.578601,2021-09-21,41.13791673916927,-122.89307669737885,2021-07-29
25294692,668876938.3095242,2021-09-20,40.7219962113127,-123.25206858625272,2021-07-29
25294746,259951999.96692303,2021-08-04,38.719238328735216,-119.73245212270145,2021-07-12
25548074,376081960.8966765,2021-10-08,35.978799174830904,-118.5975826710832,2021-09-06
25294735,428458895.7618841,2021-07-17,39.93614327314682,-120.1819746381399,2021-07-03
25548047,264030258.27324077,2021-10-11,36.574989351497976,-118.83990207097568,2021-09-08
25410746,103465431.81659847,2021-09-05,35.69257900949221,-118.56385029800288,2021-08-19
25410700,824717812.2579443,2021-09-12,38.704309217673526,-120.3232809557948,2021-08-14
25410659,106256223.51542008,2021-08-26,40.19962098852263,-120.48743328056165,2021-08-14
25204900,956519708.2014478,2021-06-21,33.25126832219786,-110.84249854649067,2021-06-02
25138947,291721327.3899369,2021-06-24,33.19725220326671,-108.47248575879344,2021-05-17
25204915,132444360.67376128,2021-06-24,32.88713125110042,-110.21029142674368,2021-06-09
25140886,123858191.2861098,2021-06-08,39.758645820670935,-107.39208242265693,2021-05-20
25018545,126432510.23622514,2021-04-04,37.81307655120904,-96.53766109948111,2021-03-21
25018492,311255073.3202965,2021-04-02,38.24871606932424,-96.42270264690056,2021-03-16
25204859,176449614.16849822,2021-07-06,35.01834249144178,-112.01956705469148,2021-06-20
25204869,140386621.302947,2021-07-05,34.40224688315922,-111.67728380110972,2021-06-15
25142638,110334172.32976544,2021-06-06,26.380589305092247,-80.74114376097714,2021-05-25
25412027,316836250.5750264,2021-10-10,35.6815035076113,-90.10758310861424,2021-08-30
